,tweet,target
16688,year ago mad fan mepratap sireven am gone sslc exam amp came back saw pamplet bjp came home fr campaign dat day cri like anyth bcoz see direct year post this happi,1
16689,whymodiagain need modi make sure forc get rafael time indian air forc need squadron former chief air staff air marshal ay tipni said iaf rafal would destroy half pakistan s fighter jet,0
16690,s bjp worker went jail protect sabarimala tradit r still jail surendranbjp arrest tortur amp parad across kerala veng govt jst bcos fought devote ec want us keep quiet sir democraci amitshah,1
16691,address india agrariancrisi requir far simpli oust modi govern today crisi ground neoliber reform shape india polit economi sinc earli s,1
16695,wish pm could work courag respond modi talk ban organ tone frequent critic opposit also want respond na speech parliament face coward talk behind peopl s back,0
16696,forget surgic strike aveng upa want blame hindus digvijay call rss ki saajish tukaram ombl ji caught kasab aliv upa wld shown u kalawa kasab wear amp sold hindu terror,0
16697,think modi time person year think vote now timepoy,1
16698,dear hmoindia kind goondagardi abus power this pleas take action civil servant can t fight fact fight abus power typic congress legaci modi rajnathsingh,1
16699,rashidkan balajivsrg gladiat qaziabdulsalaam emraaann proudunknown suhaildainposh skmittal zaraali nairhena lsblackpearl shannayakk alfaarisamoudi them gladiat twitohim hassan mmjavaida sankhwarsudesh pshatrujeet jayeshj hyperna vsen tehreemsikanda manzoor spallifti zesbaig linkadii iftikharhyd snowewhitea riteshsbisht iftikhar jiten brajeshb rajvai deshbhakt riyaagrwl mohamma ashraffem masahallah javedsa mrwebonlinenow jehanzebwari asifkhattakpti imrankhanpti modi narindramodi ndtv amitshah swami level f logic good,1
16704,betwasharma sagrikakissu rather ask bjp ask mainland hindus kps ms rohingya world azad maidan ask,1
16710,acjoshi trueindolog narendramodi ip guy misus power abus indian intellect enlighten mani peopl rare fact indian histori bureaucrat servic peopl offic arrog disgrac posit pleas take stern action,1
16715,communist parti build woman wall empow nonbeliev trek sabarimala meanwhil psycho burn young girl broad daylight declin advanc imagin psycho spot right wing leader media would ask modi explan,1
16717,guest teacher protest outsid bjp offic detain,0
16723,mamata banerje complain bjp phase poll in west bengal realiti law order size elector state noth bjp take exampl panchayat poll repol contd,0
16734,bdutt priyankagandhi salmansoz vinitgoenka vinodsharmaview elect is sonia amp fmli karuna nidhi amp fmli mulayam amp fmli lalu amp fmli jagan reddi amp fmli deve gowda amp fmli c naidu amp fmli c rao amp fmli pawar amp fmli farooq abdullah amp fmli vs mr modi amp famili think twice act wise,1
16735,call someon ji show love respect terrorist bjp differ mur manohar joshi veteran bjp leader call hafiz saeed shri hafiz saeed bjp love terrorist rahullovesterrorist,1
16736,bjp set launch line new sare pictur armi soldier fighter jet prime minist modi print them bid promot parti ahead upcom lok sabha elect,1
16737,bjp help jagan case sabitha indra reddi one among jagan case join trs everyth interlink jaganexpos jagan bjplovescorrupt,1
16740,strong messag modi uncl iaf iafmarch plightofindianarmedforc,1
16746,whi ia offic fan minist piyush goyal goyal emerg one star modi govt ia offic serv say rude shout often report,0
16748,jaitley contest lok sabha modi s brilliant tenur see win record margin,1
16750,well known fact now long bjp overarch nation narrat ushv remain intact moment elect get local affect hindu voter ident consolid beyond cast consequ parti perform,1
16751,like scheme polici plan modi govt opinion shri modi must return prime minist write us publish articl websit submit here academicsnamo,1
16753,modi sarkar transform india govern get two term upa reelect modi etc etc feel bad guy weak narrat now thank modi nonperform,0
16754,women empower modi era that is whymodiagain,1
16756,modi make india save rs lakh crore defenc sector here mail today news,1
16757,nation ganga council head modi met even via thewiresci,1
16758,bdutt priyankagandhi salmansoz vinitgoenka vinodsharmaview say fake gandhi famili stole mahatma surnam becom famous fraud cheat corrupt even compar modi want futur generat know fraud famili nehrughandi,0
16763,welcom hardikpatel incgujarat famili togeth rais voic farmer tribal poor amp bjp govt ignor,0
16764,modi govern unfulfil promis destruct institut said sadden happen countri priyanka rahul gandhi vadra,0
16766,punjab cm amarind singh confirm allianc aap punjab maywithtimesnow detail isamiakapoor convers heenagambhir,1
16768,pleas don t vote cast freebi fals promis vote someon work hard keep india polit vote mr modi decid thank vinayakjain data full video,1
16769,modi imperi callous alon respons miseri heap million poor indian live livelihood unorganis sector destroy along other due decis notebandi rbi board advic,0
16770,year modi loot amp scoot sarkar modicorruptionyaadrakhna modimadedisast,1
16771,modi make india save rs lakh crore defenc sector here congressi lowlif troll now,1
16773,bjp return centr explain pic whymodiagain modiforpm congressmuktbharat kummanamerala,1
16777,express confid trinamool congress would win seat bengal mamata banerje reiter modi hatao desh bachao slogan,1
16778,tmc goon confin parti mla amp friend bungalow warn agt join bjp threaten rapemurd advaitakala tri talk abt violenc tmc bhupendrachaub s show let complet goe ajoy bose who is quit impresss wth mamata,0
16779,debat nation secur advantag bjp bjp explain hostag releas happen public domain good bad reason known explain congress nonact,0
16787,media pm modi amp bjp leader andh bhakt quot china growth amp develop amp compar system chines prove fail amp china success media cover aap ak govern got chines delhi studi mohalla clinic,1
16788,rd may day chowkidar s shift come end year dark india final see new dawn hope amp chang electioncommiss loksabhaelect,1
16791,western media would gloat fact million indian live dark without power year modi ji chang stori everyon india power connect,1
16794,clear modi telangana basic noth two item list hyderabadmetro whose budget sanction modi ribbon cut aiim hyderabad which approv paper budget allot yet cc hihyderabad ktrtrs,1
16798,usd inr nifti gt modi wave,1
16801,detest realiti amp truth rss bjp state rss,1
16802,real ideal follow modi rahul great great jugulari effort peopl abl understand differ congress n bjp portrait ideal back modi offic sardesairajdeep modi bhanwarlalsuth,1
16803,end everi home india gas power connect least one bank account year modi ji made possibl vote stori vika,1
16804,realli call modi blog let alon blog strike claim republ tv doubt modi write english jantakareport,0
16806,modi khandaani trait step wear suit lakh chota bada modi seen wear suit lakh each,1
16807,vote develop nation secur new india long term vision beyond modi phirekbaarmodisarkar elect,1
16809,modi hollow promis work time modicorruptionyaadrakhna,1
16810,modi promis achhedin farmer put end farm suicid farmer commit suicid year kisanvirodhimodi,1
16811,drshamamohd amitshah u detox moment let remind u upa nirav modi throw parti n live swanki life courtesi cong sri robert vadra still aliv n part fraud famili even cast gravel other,0
16812,first need understand mean govt spend advertis bjp advertis use money like opposit make sound govern creat awar scheme,1
16818,rahul gandhi doklam issu on pm modi went china held meet without agendah bow china fold hand said keep doklam one india come know media tackledmatt overthi realiti modi ji,1
16819,india cannot put system place thing happen explain convinc peopl spread awar creat movement achiev someth guy gujrat name modi rahul gandhi master it henc add expenditur,1
16821,hope elect wit histor turnout pm modi via namo app,1
16823,year achiev chowkidar modi biggest scam ever demonetis scam biggest bank scam pnb scam biggest defenc scam rafal scam modicorruptionyaadrakhna priyankagandhi,0
16833,chowkidar hi chor hai modicorruptionyaadrakhna,1
16841,allow bangladesh soil use terrorist sheikh hasina pm modi,0
16842,incindia priyankagandhi india safe modi ji n seen signific progress so indian vote modi ji n ensur phirekbaarmodisarkar develop continu answer whymodiagain,1
16845,new india modi govt work either given anil ambanimukesh ambani gautam adani modicorruptionyaadrakhna,1
16846,bhavikakapoor incindia bjpindia elector rural vote bjp urban poorlabour antibjp gst minor dalit well obc split even upper cast vote bjp cannot get vote share congress win,1
16847,whymodiagain soft power genius one exampl indiaisrael relationship kept closet long final broke modi jis visit israel best part modi ji could without harm tie arab world got highest saudi civilian honour,1
16848,piec spot everi level balakot airstrik replay modi s notebandi strategi via thewirein,1
16852,address mahila melava organis mumbai bjp presenc hon sushmaswaraj ji mumbai ashish shelar mp kirit somaiya jimp poonam mahajan amp colleagu present too spoke india amp maharashtra move forward great speed path develop,1
16854,sanjivbhatt bjp show r best answer us sanjiv bhatt releas amp what crime hes in goe rashtrapatibhvn ramnathkovind seem b award distributor amp presid like abdulkalam nytim cjr thewirein sz phirekbaarmodisarkar,1
16856,peopl find mistak everi decis modi like this tajinderbagga sirpareshraw,1
16870,respect elder modi bow touch elder person feet gestur respect hand rahul rahul gandhi get feet touch elder peopl whytheyhatemodi,1
16873,cricketaakash youtub singl posit comment indian show mental level cricket religion countri everyon right discuss whatev want to but can t describ hate modi indulg mind,0
16876,priyankagandhi mahatma word given sahe subhash chandra boss bjp person ideolog past leader pastthey gods alway tri defam imag great leader support one question second one indian know polici poor peopl,1
16877,shame indian railway tte train no exp coach no s heavili drunken pleas take necessari action modi drmhyb railminindia pmoindia,0
16880,ec said intend take action fake news realli count promis gujarat elect pm modi came poll booth amp held ralli sort till date action taken ec etnowl,0
16881,cannot forget speech japan day note ban announc modi made fun suffer shortag cash ghar mein shaadi hai pais nahi hai even near peopl die sick,0
16882,latest addit pmos bodi lie rafalescam status classifi defenc file temporarili stolen modi nose protest betray march polic station state capit amp lodg complaint pmo filechorchowkidar,0
16884,rashmibhagatt sushmaswaraj modi majorpoonia modi father terror,0
16887,wait altern day get one first one kick bjp elector option bunch buffoon expect bloodi fiber rais matter even bjpindia keep mum disturb sleep vote them,0
16888,hafeez ji rsprasad side lashkar e toiba india side modi sack minist love respect let founder hafeez saye,1
16890,love beaut thing day ndtv broke jawdrop news uk s serious fraud offic got respons india nirav modi indianexpress quick publish front page piec hard ed work case indianexpress amp bada modi,0
16893,explos kashmir week brinkmanship pakistan mani indian ralli behind prime minist modi elect approach correct typo,1
16894,bjpagp come togeth lok sabha poll theprintindia report near month ago possibl patchup,1
16895,modihaitomumkinhai bjp use pictur soldier elect campaign object indian armi elect commiss ban bjps cunning,0
16898,hope elect wit histor turnout pm modi econom time whymodiagain modihaintohmumkinhain modioncemor via economictim,1
16900,fabul ad deterg ad surf is show thought leadership modi sarkar tvwarrior india stoke hate polit gain much easier peddl currenc human inclus fun compani do well done hulnew,1
16902,whymodiagain simpl last year modi ji fulfil basic necess next year fulfil dream aspir koi shaq that is whi send opposit pavilion whymodiagain abkibaarphirmodisarkar,1
16904,never forget countri million youth enter job market everi year modi idea job creation open pakoda shop bjp minist tell hisher child open pakoda shop graduat golden opportun ppl,1
16905,narendramodi certain congress parti amp leader love terrorist amp support pakistan also make sustain effort demotiv indian arm forc amp countri resolv itselfh nation understood amp indian r go punish congress life time elect ahead,0
16906,crore toilet built year sanit revolut taken place india inspir leadership pm modi visionari initi swachhbharat namumkinabmumkinhai,1
16908,march bjp leader mukhtar abba naqvi along thawar chand gehlot held session repres minor communiti new delhi seek suggest bjps sankalp patra would parti elect manifesto,1
16909,mahagathbandhan must announc pm candid let us know vote modi,1
16910,attend samsmarana sabha late shri baddam bal reddi garu senior bjp leader today patel hall keshav memori colleg narayanguda hyderabad,1
16913,happen use stock photo best stock photo work done successor wors modi use d model sell ahmedabad bus depot delhicongress altnew smhoaxslay boomlivein,1
16915,video day modi ji bless us phirekbaarmodisarkar modi ji hai toh futur secur hai warna lootero ki chori tenur hai,1
16919,nation mm itsm meet deh modi amitshah rajnathsingh bjpmahilamorcha vijayarahatkar vijayrupanibjp mrsgandhi jituvaghani bhikhubhaidbjp bjpgujarat bjpindia pmoindia jyotikaush ipankajshukla idarshanaraoji kadiyatrupti,1
16920,how jio speed day even g becom jumla chowkidar allow countri asset lose valu fade away plan execut one psu time videshpracharnigamunlimit,1
16922,pres bjperalam psspillaibjp pc announc uncl amp aunt shashitharoor join bjp function today later told media bjp long understand function like conduct,1
16923,like hypnosi modi face everywher taxpay money pump ad break neck speed educ health psus even rbi starv british rule videshpracharnigamunlimit,1
16924,bjps rule liter job countri still govt show new employ term autorickshaw pakodasel videshpracharnigamunlimit,1
16925,vote friend parent villag vote go shri naredra modi suggest need vote new india modi,1
16927,media bjp vs opposit attack bjp amp media treat media oppon go kill,0
16931,least modiji open door becom travel blogger futur happi help tax fulfil chaiwala dream videshpracharnigamunlimit,1
16933,sardesairajdeep thank god blame modi,1
16935,arvindkejriw file fir sheiladikshit acb ask probe graft charg narendramodi snatch acb delhi govt sheiladikshit prais modi sheiladixitbjpag,1
16936,vote legal terror modi bjpindia incindia aamaadmiparti manekagandhibjp mynf gameofa nthadur anlr mehratweet keyada milkywayz dowryk mrakkumar rebasedream bbc aajtak abpnewstv ndtv newsx republ thehindu timesnow,0
16938,anoth section societi call govt employe attack mr modi good day govt give money govt employe videshpracharnigamunlimit,0
16939,reshma patel said tire dictatorship bjp leadership would support hardikpatel,1
16940,one one bjpindia destroy everi govern monument that former pm manmohansinghji right said modi disast came fail chinabacksmasood bsnl videshpracharnigamunlimit,0
16942,sometim think modi ji want becom pm travel world taxpay money videshpracharnigamunlimit,1
16943,order dismiss applic rajeev chandrasekhar businessman bjp mp perman injunct wire publish two articl titl arnab s republ modi s ideolog in whose interest soldier march,1
16944,satwt devirupam suhasinih surgicalstrik even studio outsid mumbai balakot show actual hit anyth creat narrat indian media would eat up modi claim aveng white coloni,1
16947,like hypnosi modi face everywher taxpay money pump ad break neck speed educ health psus even rbi starv british rule videshpracharnigamunlimit,1
16949,new india place graft pm modi via namo app,1
16950,franc isol china ban pakistani terrorist masood pretti sure nation follow liberalsth world get danger sanghi pm modi diplomaci better cancel destin vacat amp restrict peac pakistan amp china,0
16951,unpaid employe resort demonstr even form human chain draw attent govern modi govern turn blind eye give salari videshpracharnigamunlimit,0
16953,stori inch chest year ago narendramodi whymodiagain modihaitomumkinhai myanmar phirekbaarmodisarkar myfirstvoteformodi modivspakistan modiagain modinewindia kashmir republicday inchrock,1
16955,modi hold press confer answer question godi media high time opposit parti boycott channel abhisarsharma explain,0
16956,gobackrahul pakistani poster boy rahul gandhi use paki friend trend gobackmodi today nationalist tweet no bot worthless infront modi power vanitajain nishant vipin vandanajayrajan nidinj,0
16957,turn agenc chosen smritiirani appar cooper construct worker actual made bjp member also project paid yet begin sacksmritiirani,1
16958,new approach pm shri modi ji brought highest offic instrument forg deep connect indian youth feel motiv serv nation phirekbaarmodisarkar,1
16959,bjp soup welcom tharoor kin parti fold,1
16960,youth countri write destini choos govern take care futur take care border time come pledg first vote pm modi myfirstvoteformodi,1
16964,incred nirav modi visit countri passport revok mea respons even shock passport physic revok dhanya ho,0
16965,old pm modi kandahar see incindia ruin countri gave safe passag naxal jihadi,0
16967,give sens low expect becom forget account punish answer mumbaibridgecollaps happen hope low level flunkey spokesperson bjp may sack mock dead amp even happen,0
16968,rohanspacerathi charupragya drsatyap ignor charupragya ji cheap trick earn follow not shd look better geographi tutor along baghpat modi nagar baghpat ls constitu compris siwalkha chhaprauli baraut vidhan sabha segment well,0
16969,gujjubhai nselvictim michaelschaff ghoseroy shantanubtvi ushinor bhavkang bhavnavij eeta mdnalapat mohanguruswami tweettokarishma bhutanichetan anku raydeep smitasharma nayyardhiraj ronniebozz cmomaharashtra amitshahoffic madhukishwar shwetashalini incometaxindia finminindia arunjaitley bjpshivpshukla ppchaudharymo pmoindia modi amitshah bjpindia sebiindia dire cpmumbaipolic mumbaipolic devfadnavi amitabhk amitmalviya nsitharaman madvers ppbajpai dgpmaharashtra robber steal money caught ask produc incom tax return sourc money cop happi listen robber go robber scene nsel scam incometaxindia shame state rammadhavbjp thejaggi,0
16972,actormadhavan vg modi rahul gandhi that is ever sinc bjp came powerdo congress gut charg bjp corrupt charg immatur leadership unscrupul follow,1
16973,vannyrao kailashkaushik indrajat jewelkapur jyotsnavarma johnygorkha jagannkaushik swwagatam makebharatmahan meenakshilang surewrap divyamshu kingehind pepperm atifwaraich allround raayar againmemari narendra rohitsh thunderindia sandeepg mahendra mishtimana parekhbirju sureshdatasol pksrivastava cprdindia ewal indiangirishn padmavavati rashmi ritumoudgilritu diksha sengarrv cbkwgl qamar mohansinha ankushd rajesh stlohiya akkhanna patrorajesh grajaraja nabihamus sunitag paliwalw kapoorashok modi sushmaswaraj nonsens say kashmir could flood kashmir come in cascad project propos comment know send wrong messag,0
16975,like hypnosi modi face everywher taxpay money pump ad break neck speed educ health psus even rbi starv british rule videshpracharnigamunlimit,1
16976,bombshel mptrack present bhairon prasad mishra bjp uttar pradesh particip debat nation avg attend,1
16977,least promin leader bsp switch bjp uttar pradesh silent surgicalstrik happen up,1
16978,oyejaggu pokershash lw polit way life bro polit nahi toh zindagi hi nahi apn famili mein polit hai doston mein offic mein etc who is best polit modi who is one who is pm materi onli,1
16979,may ever concern modi imyogiaditynath upgovt dmgbnagar kvsgnoida greaternoi gnhelp timesofindia ndtv bbcworld first i m indian i m resid sector xu greater noida greater noida plan citi joke scam,1
16980,extern affair minist sushma swaraj rip apart fact defam pm modi govern china support ban masood azhar move,0
16981,ravish got chanc ask one question modiji said would ask modiji aap itna jhoot kyuon bolt hai,1
16984,choos leader countri deserv leader impos countri born surnam pledg vote pm modi myfirstvoteformodi,1
16987,massiv outrag bjp distanc sanjuverma say spokesperson parti amp comment insensit,1
16988,this elect last one indiather not be anoth elect say bjp mp sakshi maharaj one reason make sure bjprss sent pack elect bjp savedemocraci bharatjalaoparti,1
16990,mumbaibridgecollaps bjp call natur calam blame peopl travel bridg comment govern parti even leav timesnow journalist shock rattl,0
16992,bjp odisha rope jay panda oratori skill dignifi demeanor damo rout balanc equat,1
16993,let us hear peopl say modiyogi govern phirekbaarmodisarkar,1
16994,modikavikasbakwaa villag india electrifi pm modi goe amp claim govern electrifi villag india amp noth happen year blatant lie,1
16995,amp bastard modi kill kashimiri everyday,0
16996,tragic mumbaibridgcollaps yesterday distract tv channel masood azharchina fiasco today one channel market balakotproof other poll show modibjp win allianc still half done tkts most undistribut result known,0
16999,sushmaswaraj indiainnz wiawellington kohlisanjiv salut dedic sushmaswaraj ji meaindia show serious nda govt commit peopl countri within outsid,1
17000,notic recent germani even friend know india critic modi bjp hindu fundament,1
17001,rkhuria dilsedesh so nehru power secur council membership un offer india platter modi weak cannot get univers terrorist certif masood azhar fall precipit cataclysm,1
17003,allianc partner mayawati want save india modi increas parti footprint,1
17009,like hypnosi modi face everywher taxpay money pump ad break neck speed educ health psus even rbi starv british rule videshpracharnigamunlimit,1
17012,delhi voter bjp leader vijay goel get phone call say bjp remov name voter list,1
17014,centr bjp maharashtra bjp bmc bjp alli bjp leadership can t take respons death mumbai peopl choos lead,0
17015,rise slogan jai bhim birth anniversari kanshiram bhimarmi chief said would contest varanasi amp ask dalit unit break upper cast hegemoni hint rss drive unifi obc modi write ashlinpmathew,1
17016,think move bjp realiti mock hindus rever cow anyway insignific come way long,0
17017,modivswho modi vs pakistan antinationalist choic your want vote modi pakistan,1
17019,reaction tragedi happen bjp rule state vs non bjp rule state,1
17020,dalla sardesai flyover collaps nonbjp rule state dalla sardesai bridg collaps bjp rule state,1
17023,modi govern spearhead gasbas energi revolut thesignoff via swarajyamag,1
17025,your guptavijend leader bjp legislatur parti leader opposit bol bhi nahi paog lage raho modishahkagundaraj,1
17026,modi govt palm govt univers corpor,1
17028,congviolencealli india fastest grow economi world dr sudhanshu trivedi bjp nation spokesperson,1
17030,hero indian secular cheerleadersimran khan want kill modi listen khan closest pak minist sheikh rashid sayspak must first strike kill bastrd modi hmoindia sushmaswaraj modi hope awar punish jihadi harm us,0
17031,modi use speak capitalist mindset win elect help millionair businessmen start work pr manag close corpor friend videshpracharnigamunlimit,1
17032,mumbaibridgecollaps modi say,1
17033,i see modi express india s weak interview incindia presid rahul gandhi,0
17034,rs crore modi s foreign trip public drive money pay salari lakh staff bsnl mtnl videshpracharnigamunlimit,0
17035,loot india money nirav modi spot open various countri amp roam fearless iron modi govt claim revok passport chota modi arrog roam countri extradit treati modimodibhaibhai,1
17036,prashan beingsunil bjpindia tr balu dmk translatorv wl nt allow tn vote b split raga precis v love peopl tn translat namo enemi tn raga love tn translat again namo enemi peopl tn dumeel dmks hv nt understood raga english speech,1
17039,interest fight elect nanapatol vs nitingadkari nagpur nana track record even win independ fight peopl left bjpindia amp one st criticis modi open take rssorg strongman,1
17040,modi never promis hold meet promis clean civiliz river he is done that clean stink tiruvanantapuram genius,1
17042,modi desper win elect cost videshpracharnigamunlimit,1
17044,mtnl bsnl pride india mtnl fastest servic provid compani india jio due modi money paid salari employe videshpracharnigamunlimit,1
17045,pmay hous pm modi claim built million hous truth million hous built million urban amp million rural modikavikasbakwaa,1
17048,modi srisri sadhgurujv yogrishiramdev don t vote it s loss countri gurudev srisri ji modi,0
17050,develop call choos wise modi phirekbaarmodisarkar congressmuktbharat meraparivarbhajapaparivar voteformodi namoagain modifor narendramodi newindia modigovern modioncemor polit bjp bjym namogroup,1
17051,courag alway roar sometim voic end day say i tri tomorrow savecutoff dear sir kind look matter modi amitshah bjpup bjpindia vpsecretariat myogiadityanath kpmaurya drmnpandeymp,1
17053,mumbai foot bridg collaps peopl shouldn t walk bridg natur calam bjp s sanju verma sanju verma man made disast,1
17058,bsnl modi bsnlreviv govt telecom compani like bsnl mtnl close privatis great loss common peopl india relianc jio evolv privat monopoli,1
17060,oppos hindutva use muslim defeat bjp that is secular liber fakelibr,0
17061,today incmahasc new team taken charg presenc incscdept nation coordin amp ic maharashtra shmanojbagri ji nation coordin shdalviinc ji former minist suresh shetti ji mlc sharad ranpis ji senior leader nitinrautinc incindia,1
17064,minor wrong student activist wrong liber wrong women wrong farmer wrong dalit wrong opposit wrong journalist wrong academ wrong nehru wrong kashmiri wrong twitter wrong pedestrian wrong bjp right,0
17067,bad news rahul gandhi franc go freez french asset pakistani jem masood ji sever terror attack india pm modi diplomaci continu win india go weep behind mummi sari,0
17070,hope modi rsprasad hmoindia investig rapid transform tribal popul xrishchan new word use entir ne region maoist affect area gujarat tribal area ban hindus xrishchan still show miracl summi,0
17072,congress allianc aap prais modi amit shah thank go sheila ji bjp sheiladixitbjpag,1
17074,dhruvrathe father sell cutleri tea shop rent someon els point note father shop somewher middl market near old busstat railway station built modi rss campaign lie,1
17075,bjpindia fight elect win seal allianc incindia busi thrill use behnon bhaiyon doesn t seem real narrat plan it s dither key decis three week poll,1
17076,wish survey done modi govt amp report sanghi paper could gleefulli claim fabric unfortun done cii amp report toi still noth stop even claim sanghi,1
17077,okay liber prais modi like criticis yesterday china even prais pappu,1
17078,myfirstvoteformodi vote india bright futur modi ji bjp led sarkar,1
17082,samjaw kiranmarti she s normal human be mr modi not mission clear,0
17084,modi send support messag nd india hindu convent host terrorist sanatan sanstha amp hindu janjagruti samiti june goa endors hindu rashtra constitut modili bjp bharatbachao bharatjalaoparti,0
17085,keveey rahul gandhi incindia gunman use model gun suspect ardent modi fan howzaat,1
17086,disgrac attempt incindiajust satisfi jealousrivalrydefeat amp frustrat modiji pm india amp indiansyouv demean india front cheap china amp pakistan pay forsur electionsliter crasssham rahul gandhi,0
17087,thing happen elect leader rather elect narcissist egoist amp dolt high degre power vote think least nation instead modi bhakti masquerad posit pm india,1
17088,authent resourc tell india terrorist agenc raw behind christchurch terror attack new zealand modi want destroy peac muslim whole world,0
17089,pleas watch video know heinous cruel face incindia watch it rssorg vivekagnihotri drrizwanahm,0
17090,taught pediatr studi u learn mileston growth child u becom father my daughter didnt recognis mani day revokedrkafeel mayawati pmoindia myogiadityanath modi,1
17091,dead injur due neglig one readi take respons bmc blame railway author railway author blame bmc meanwhil public tri figur what is differ railway amp bmc either run bjp,0
17094,look achiev pm modi last year,1
17096,china unsc great grandfath gift india s cost india undo mistak famili assur india win fight terror leav pm modi keep cosi chines envoy secret,1
17097,day updat report shivam vij dillidurast predict modi lose third modi wave,0
17098,modi call chief architect modern india futur,1
17099,sometim think modi ji want becom pm travel world taxpay money videshpracharnigamunlimit,1
17100,father left world hopeless await hear someon agoni massacr hindus partit that last hope amp vote mr modi leav heaven abod trust mr modi mr patel amp netaji sc bose,1
17102,everi time rahul gandhi mock entir societi shown respect terrorist toward citizen natur flow entir partyeven head laundiya made remark voter man ever deserv fellow indian let alon becom mamma pm,0
17104,time mp karnal congr leader arvind sharma join bjp today,1
17105,pakistan pakistanjihad led indianairforc iafairstrik iafstrik terrorstatepakistan terror kashmir dealt india masoodazarisdead iafmcc pmoindia modi bahuenglish bbcworld republ,0
17106,bjp nation general secretari kailash vijayvargiya parti leader claim nath invit former bsp mla balbeer singh dandotia support state secretariat extend congress membership,1
17107,nirav modipanama paper link expos catch gamechang expo nirav modi press confer shri pawan khera right now modimodibhaibhai watch live,1
17109,hm rajnathsingh ji bjp manifesto committe chairman urg make revamp shariacourt part it issu ntl import need includ ram mandir ram setu sabarimala a ucc rohingya jampk trifurcationhomelandhindus kashmir,1
17110,first time histori govt tri destroy integr econom data hide terribl record call emin economist add demand modi govt fudg fabric hidden data indian economi hope polit gain,1
17112,rahul gandhi achiev modi govern divis countri introduct the polit hate st,0
17116,ashish sharma seen web seri pm modi via youtub erosnow ashishsharma ashishasmodi,1
17117,rss work nation life ratansharda author india upfront tonight masjidforvotesst,1
17119,well said mamth propos list masoodazhar un sanction list move time modi jis diplomaci play india time countri support propos modihaitomumkinhai,1
17120,aajtak anjanaomkashyap north india includ south well anjana om modi,1
17122,myfirstvoteformodi good thing raga given credit extinct congress rest life soak lie scam time book suit dynasti jail rameshbjp hamaradesh nishant ridhimatripath vipin deanarayan,1
17125,iscrew like bjp member knew demonet happen amp settl life,1
17130,elect ajit singh amp famili lalu prasad amp famili karuna nidhi amp famili deve gowda amp famili sonia rahul gandhi amp famili sharad pawar amp famili mulayam singh amp famili chandrabbu naidu amp famili vs mr modi amp famili think twice act wise,1
17131,water qualiti ganga worsen year say studi report varanasi base sankat mochan foundat clear modi betray maa ganga,0
17132,lead un get jem outlaw without proof us veto similar effort pakistan omar khorasani jua mastermind ap peshawar tragedi patron saint terror help butcher modi comeback power watch hindia,0
17134,fakecongress post fake pictur incindia caught red hand modivswho,1
17136,modi ji money give croni friend money give employe bsnl videshpracharnigamunlimit,1
17138,driver manhandl ys viveka written letter one phone call load ysr congress cadr pulivendula would finish driver spot driver get courag rais hand owner ysvivekanandareddi,1
17141,break bhim armi chief prof vishwambhar nath mishra mahant varanasi s sankatmochan templ amp hod electron iitbhu seek challeng pm modi varanasi stori asiatimesin saikatd,1
17142,chief spokesperson bjp mumbai sanju verma shock citizen appear tv debat nd call collaps natur calam creat controversi invent nd illog comment defend govern negligencesham,0
17143,generat generat congress parti leadership berth reserv member prefer famili arunjaitley said read more,1
17144,hey incindia amp divyaspandana goe around come around pleas start cri now muglikar bjpindia,1
17145,may like bjp modi hindu take blatant cow mock aap mindset pulwama suicid bomber had bit differ,0
17146,shameless bjp blame mumbaikar yesterday incid insensit becom bjp apathi left citizen must sack spokesperson immedi sanjaynirupam shamelessshivsenabjp incmaharashtra incmumbai abhijitsapk,0
17148,modi sir would perhap tweet run stomach coz most tweet thing nugatori useless never issu import countri world,0
17152,compar condit road nh domelkatrareasi section lifelin local popul whole reasidist amp use million tourist visit katramvd amp shivkhori yr picamp bjp govt use yr pic incnc amp incpdp govt,1
17154,today gst council got busi linechang maker year award present financ minist shri arunjaitley dr manmohan singh gabbar singh tax rahul gandhi,1
17155,modi hs alwi bend backward china past yrs amp hs remain maun modi china built fullfledg militari complex doklam m frm indian armi postschina intrud chicken neck siliguri corridor southdoklam videshpracharnigamunlimit,1
17156,modi deenday audienc saishopkin amp defeat manmohan privat debat rue eugen manuel home pari amp wit amp critiqu deed pmoindia i would say measur,0
17159,modi rule tamil nadu delhi rahul,1
17161,sanjuverma said mumbaibridgecollaps manmadetragedi amp everyon get knive lynch onlin one said exact thing kolkata flyover collaps hypocrisi anti modiampbjp ecosystem u,0
17162,modivswho modi vs terror modi vs corrupt modi vs jihadi ideolog modi vs sickular modi vs presstitut modi vs enemi thehindustan modi vs seperatist modi vs envtchalleng short modi parti ideolog like nowi best regain lost pride land,1
